local_document	local_page	document_name	document_number	disease_state
3660341	40	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	25	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	64	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	67	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	65	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	80	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	82	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	79	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	88	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	2	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	92	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	85	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	81	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	89	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	84	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	86	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	90	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	83	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	6	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	91	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	78	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	39	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	41	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	37	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	27	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	24	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	22	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	18	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
3660341	4	P - M23-362 MSL STV Deck Protocol v3.0 (v2.0)	EPCO-US-00098-FM	DLBCL, Follicular Lymphoma
6162459	18	P - 37-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v1.0)	EPCO-US-00140-FM	DLBCL
6162459	17	P - 37-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v1.0)	EPCO-US-00140-FM	DLBCL
6162459	16	P - 37-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v1.0)	EPCO-US-00140-FM	DLBCL
6162459	3	P - 37-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v1.0)	EPCO-US-00140-FM	DLBCL
6162459	8	P - 37-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v1.0)	EPCO-US-00140-FM	DLBCL
6162459	4	P - 37-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v1.0)	EPCO-US-00140-FM	DLBCL
6162459	10	P - 37-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v1.0)	EPCO-US-00140-FM	DLBCL
4501696	5	P - 31-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v3.0)	EPCO-US-00120-FM	DLBCL
4501696	7	P - 31-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v3.0)	EPCO-US-00120-FM	DLBCL
4501696	16	P - 31-Month Follow-Up with Epcoritamab in 3L+ DLBCL/HGBL (v3.0)	EPCO-US-00120-FM	DLBCL
4776985	2	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	59	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	89	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	78	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	27	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	55	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	22	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	26	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	18	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	4	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	16	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	15	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	14	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	56	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	36	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	28	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	17	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	24	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	37	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	39	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	50	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	45	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	65	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	23	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	41	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	25	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	40	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	64	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4776985	35	P - M23-362 MSL STV Deck Protocol v4 (v2.0)	EPCO-US-00132-FM	DLBCL, Follicular Lymphoma
4458360	72	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	88	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	7	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	116	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	58	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	15	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	119	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	121	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	115	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	92	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	118	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	124	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	79	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	123	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	120	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	122	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	93	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	112	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	114	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	21	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	20	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	46	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	68	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	55	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	144	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	74	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	61	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	105	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	4	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	28	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	40	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	139	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	32	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	45	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	29	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	5	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	140	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	41	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	33	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	110	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	8	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	67	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	75	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	111	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4458360	2	R - ASCO/EHA Epcoritamab Priority Data Presentations (v6.0)	EPCO-US-00119-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Non-Hodgkin's Lymphoma (NHL)
4336109	19	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4336109	11	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4336109	15	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4336109	13	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4336109	1	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4336109	17	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4336109	14	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4336109	7	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4336109	12	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4336109	9	RZB CD SEQUENCE Data Visualization IMA (v1.0)	RISN-US-00495-FM	Crohns Disease (CD)
4016902	2	ECCO 2024 RZB-CD SEQUENCE Endoscopic Outcomes (v1.0)	RISN-US-00474-FM	Crohns Disease (CD)
4016902	6	ECCO 2024 RZB-CD SEQUENCE Endoscopic Outcomes (v1.0)	RISN-US-00474-FM	Crohns Disease (CD)
3395985	14	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	15	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	4	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	18	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	42	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	12	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	9	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	8	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	11	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	17	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
3395985	19	P_SEQUENCE MOSL (v2.0)	RISN-US-00406-FM	Crohns Disease (CD)
4016899	4	ECCO 2024 RZB-CD SEQUENCE Clinical Outcomes (v1.0)	RISN-US-00472-FM	Crohns Disease (CD)
4016899	7	ECCO 2024 RZB-CD SEQUENCE Clinical Outcomes (v1.0)	RISN-US-00472-FM	Crohns Disease (CD)
4016899	3	ECCO 2024 RZB-CD SEQUENCE Clinical Outcomes (v1.0)	RISN-US-00472-FM	Crohns Disease (CD)
3389777	7	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	19	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	12	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	10	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	9	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	11	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	3	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	5	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	6	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	8	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
3389777	28	P_RZB CD SEQUENCE Flat Deck (v2.0)	RISN-US-00404-FM	Crohns Disease (CD)
4016903	5	ECCO 2024 RZB-CD SEQUENCE Steroid Sparing Effects (v1.0)	RISN-US-00475-FM	Crohns Disease (CD)
5892612	1	UEGW 2024 RZB-CD SEQUENCE SES-CD Improvements (v1.0)	RISN-US-00570-FM	Crohns Disease (CD)
1814196	35	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	40	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	3	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	38	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	84	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	10	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	20	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	68	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	67	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	83	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	72	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	81	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	22	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	70	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	27	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
1814196	4	R_RZB CD IMA_For GMI Use Only (v4.0)	RISN-US-00289-FM	Crohns Disease (CD)
